date,AOT,CCU,CTI,CWS,KDB,RGB,SDD,SLP,TSM,TUR
2023-07-07,,0.08280355,0.014735866,,,,,,,
2023-07-08,,0.094207086,0.009139603,,,,,,,
2023-07-09,,0.09903698,0.0007461686,,,,,,,
2023-07-10,,0.097435154,-0.009033753,,,,,,,
2023-07-11,,0.11817455,-0.017198168,,,,,,,
2023-07-12,,0.23417045,-0.020650778,,,,,,,
2023-07-13,,0.22343682,-0.017945712,,,,,,,
2023-07-14,,0.100387804,-0.010231361,,,,,,,
2023-07-15,,0.1122527,-0.0008058291,,,,,,,
2023-07-16,,0.15884228,0.006474125,,,,,,,
2023-07-17,,0.19237477,0.009225657,,,,,,,
2023-07-18,,0.14949681,0.007538942,,,,,,,
2023-07-19,,0.19680695,0.0034105456,,,,,,,
2023-07-20,,0.20348354,-0.0010595922,,,,,,,
2023-07-21,,0.15139489,-0.0050716917,,,,,,,
2023-07-22,,0.17482057,-0.009184142,,,,,,,
2023-07-23,,0.18065068,-0.013938561,,,,,,,
2023-07-24,,0.15671593,-0.01876996,,,,,,,
2023-07-25,,0.13217752,-0.021880005,,,,,,,
2023-07-26,,0.10130519,-0.021267727,,,,,,,
2023-07-27,,0.120420046,-0.01598571,,,,,,,
2023-07-28,,0.12037888,-0.006972304,,,,,,,
2023-07-29,,0.13594063,0.0032013215,,,,,,,
2023-07-30,,0.12960021,0.01122717,,,,,,,
2023-07-31,,0.14070617,0.0145995,,,,,,,
2023-08-01,,0.13339308,0.012955949,,,,,,,
2023-08-02,,0.08198975,0.008314803,,,,,,,
2023-08-03,,0.11376097,0.0037740073,,,,,,,
2023-08-04,,0.16806498,0.001324078,,,,,,,
2023-08-05,,0.08658346,0.00065736513,,,,,,,
2023-08-06,,0.111058906,-0.0001418655,,,,,,,
2023-08-07,,0.15463272,-0.0027416328,,,,,,,
2023-08-08,,0.14127389,-0.0070289406,,,,,,,
2023-08-09,,0.08267342,-0.011054236,,,,,,,
2023-08-10,,0.068025745,-0.012590563,,,,,,,
2023-08-11,,0.068240255,-0.0107190935,,,,,,,
2023-08-12,,0.07021897,-0.006590972,,,,,,,
2023-08-13,,0.07163577,-0.0025513794,,,,,,,
2023-08-14,,0.075494885,-0.0008113278,,,,,,,
2023-08-15,,0.07417042,-0.002063648,,,,,,,
